# Torres Amat 1823 — dominio público (texto íntegro del Antiguo Testamento). Traducción de la Vulgata latina al español por
# don Félix Torres Amat (1772-1847), publicada entre 1823 y 1825.
# Source : module SWORD TorresAmat du projet OmarGonD/biblia-elim (reconstruction OCR de l'édition de 1882 conservée à Internet Archive,
# GPL-2.0-or-later ; le texte de Torres Amat lui-même est dominio público). Le module couvre 94 % des versets ; le
# texte contient des erratas résiduelles d'OCR et n'est pas révisé (versets perdus laissés en creux).
# Versification convertie Vulgate -> massorétique (BHSA, numérotation BHS : Deut 29:1, Isa 8:23, Joël 4 ch., Malachie
# 3 ch., etc.) : Psaumes Vulgate renumérotés (fusions 9/10,
# 113/114/115, 146/147 ; titres de psaumes conservés comme verset 1,
# convention BHSA), additions deutérocanoniques exclues (Daniel
# 3:24-90, 13-14 ; Esther Vulgate 10:4-13, 11-16), défauts OCR du
# module exclus (doublon 1 Rois 4, index des prophètes collé en
# Osée 1, Jérémie 1 perdu — copie numérotée de 2:1-7 mappée en
# Jérémie 2, secondes moitiés de versets). Calibré verset par
# verset contre la base BHSA ; voir scripts/extract_torres_amat.py.
# Format : nom_BHSA	chapitre	verset	texte_espagnol
Samuel_I	17	33	Mas Saul dijo á Dayid: No tienes tú fuerza para resistir á ese Philisthéo, ni para pelear contra él; pues tú eres muchacho todavía, y él es un varon aguerrido desde su mocedad
Samuel_I	17	34	Replicó David á Saul: Apacentaba tu sieryo el rebaño de su padre, y venia un leon ó un 080, y apresaba un carnero de en medio de la manada
Samuel_I	17	35	Y corria yo tras ellos y los mataba, y les quitaba la presa de entre los dientes, y al volverse ellos contra mí, los avarraba yo de las quijadas, y los ahogaba y mataba
Samuel_I	17	36	Asi es como yo, sieryo tuyo, maté tanto al leon como al oso, y lo propio haré con este Philisthéo incireunciso. Iré pues contra el ahora mMisino, y quitaré el oprobio de nuestro pueblo: porque, ¿ quién es ese Philisthéo incireunciso, que ha tenido la osadía de maldecir al ejército del Dios vivo?
Samuel_I	17	37	Y añadió David: El Señor que me libró de las garras del leon y del oso, él mismo me librará tambien de las manos de ese Philisthéo. Dijo Saulá David: Anda pues, y el Señor sea contigo
Samuel_I	17	38	Y vistióle Saul con sus ropas á con armadura de su palacio, y púsole en la cabeza un yelmo de acero, y armóle de coraza
Samuel_I	17	39	Ciméndose luego David la espada de Saul sobre su vestido de guerra, comenzó á probar si podia andar así armado; porque no estaba hecho á ello. Y dijo á Saul: Yo no puedo caminar con esta armadura; pues no estoy acostumbrado á ella. Por tanto se desarmó
Samuel_I	17	40	Y cogiendo el cayado, que llevaba siempre en la mano, escogió del torrente cinco guijarros bien lisos, metióselos en el zurron de pastor que traia consigo, tomó la honda en su mano, y fuése en busca del Philisthéo
Samuel_I	17	41	Vena éste caminando con paso grave y acercándose hácia David, llevando delante su escudero
Samuel_I	17	42	Mas así que el Philisthéo vió y miró á David, le menospreció, por ser éste un jóven, rubio y de linda presencia
Samuel_I	17	43	Y le dijo: ¿Soy yo acaso algun perro para que vengas contra mí con un palo? Por lo que maldijo el Philisthéo á David, jurando por sus dioses
Samuel_I	17	44	Y añadió: Ven acá, y echaré tus carnes á las aves del cielo y á las bestias de la tierra
Samuel_I	17	45	Mas David respondió al Philisthéo: Tú vienes contra mí con espada, lanza, y escudo; pero yo salgo contra tí en el nombre del Señor de los ejércitos, del Dios de las legiones de
Samuel_I	17	46	Y el Senor te entregará en mis manos: y yo te mataré y cortaré tu cabeza; y daré hoy los cadáveres del campo de los Philisthéos á las aves del cielo y á las bestias de la tierra; para que sepa todo el mundo que hay Dios en Israél
Samuel_I	17	47	Y conozca todo este coneurso de gente, que el Señor salva sin espada ni lanza; porque él es el árbitro de la guerra, y él os entregará en nuestras manos
Samuel_I	17	48	Como se moviese pues el Philisthéo, y viniese acercándose á David, apresuróse éste y corrió al combate contra el ¿Philisthéo
Samuel_I	17	49	Y metiendo su mano en el zurron, sacó una piedra que disparó con la honda, é hirió al Philisthéo en la frente, en la cual quedó elayada +; y cayó el Philisthéo en tierra sobre su rostro
Samuel_I	17	50	Así venció David al Philisthéo econ una honda y una piedra; y herido que le hubo, le mató. Y no teniendo David á maño nineuna espada
Samuel_I	17	51	Fué corriendo y echóse encima del Philisthéo, le quitó la espada, desenvainóla, y acabándole de matar, le cortó la cabeza. Viendo pues los Philisthéos muerto al mas valiente de los suyos, echaron á huir
Samuel_I	17	52	Pero los hijos de Israél y de Judá los acometieron con grande gritería, y fueron acuchillándolos hasta llegar al valle y hasta las puertas de Accaron; y cayeron heridos muchos Philisthéos por el camino de Saraim y hasta Geth y Accaron
Samuel_I	17	53	Vueltos los hijos de Israél de perseguir á los Philisthéos, saquearon su campamento
Samuel_I	17	54	Y tomando David la cabeza del Philisthéo, la llevó á Jerusalem; pero sus armas las colocó en su casa
Samuel_I	17	55	Es de advertir que al ver Saul que David se dirigla contra el Philisthéo, preeuntó á Abner general de las tropas: Abner, ¿de qué familia es ese jóven? Y Abner respondió: Juro por tu vida, oh rey, que no lo sé
Samuel_I	17	56	Díjole el rey: Infórmate de quién es hijo
Samuel_I	17	57	Y cuando David volvió despues de haber muerto al Philisthéo, tomóle Abner y presentóle á Saul, llevando David la cabeza del Philisthéo en la mano
Samuel_I	17	58	Y díjole Saul: Oh jóven, ¿de qué familia eres? Y respondió Dayid: Soy el hijo de vuestro siervo Isaí, natural de Bethlehem
Samuel_I	18	1	Al punto que David acabó de hablar con Saul, el alma de Jonathás se unió estrechamente con el alma de Dayid; y amóle Jonathás como á su propia vida
Samuel_I	18	2	Desde aquel dia quiso Saul tenerle siempre consigo, y no le permitió volyerse á casa de su padre
Samuel_I	18	3	Y contrajeron entonces David y Jonathás una grande amistad; pues que amaba éste á Dayid como á sí mismo
Samuel_I	18	4	De aquí es que se quitó Jonathás la túnica que vestia, y diósela á David con otras ropas suyas, hasta su espada y arco y aun el tahalí
Samuel_I	18	5	Balia David á todas las expediciones á que le enviaba Saul, y conducíase con mucha prudencia, Dióle despues Saul mando sobre alguna gente de guerra, y se ganó la aficion de todo el pueblo, y particularmente de los criados de Saul
Samuel_I	18	6	Asimismo euando volvió David, despues de haber / muerto al Philisthéo, salieron las mujeres de todas las ciudades de Israél á recibir al rey Saul, cantando y danzando, y mostrando su regocijo con panderos y sonajas
Samuel_I	18	7	Las mujeres en sus danzas cantaban y repetlian este estiibillo: Saul ha muerto 4xmil: y David ha. muerto á diez 1il
Samuel_I	18	8	Semejante expresion irritó á Saul en gran manera, y le dejó sumamente disgustado; y dijo: A David le han dado diez mil, y á mí me han dado mil, ¿qué le falta ya sino ser rey?
Samuel_I	18	9	Por este motivo desde entonces en adelante ya no mi raba con buenos ojos á David
Samuel_I	18	10	Otro dia sucedió que el espíritu malo, permitiéndolo Dios, volvió á apoderarse de Saul, que andaba por su palacio hablando como un frenético, David tañia el arpú delante de él, como los demás dias. Y teniendo Saul á mano una Mh lanza, j
Samuel_I	18	11	Arrojóla contra David, pensando poderle clavar en la pared: mas David huyó el cuerpo por dos veces, y evitó el solpe
Samuel_I	18	12	Comenzó pues Saul á temer á David, viendo que el Señor estaba con éste, y que á él le habia dejado
Samuel_I	18	13	Por lo cual le alejó de su persona, y le hizo tribuno de mil hombres; con los cuales hacia David sus expediciones á vista del pueblo
Samuel_I	18	14	Manejábase David en todo con mucha cordura, y el Señor le asistia
Samuel_I	18	15	Pues como observase Saul su extremada prudencia, comenzó á recelarse de él
Samuel_I	18	16	Al contrario todo Isragl y Judá amaban á David, como á quien iba á la frente de ellos en las expediciones que se hacian
Samuel_I	18	17	Por lo que dijo Saul á David: Hé aquí á Merob mi hija mayor: voy á dártela por esposa % Tú sobre todo séasme valiente, y pelea en servicio del Señor. Al mismo tiempo decia Saul para consigo: No sea yo el que le mate; sino sean los Philisthéos los que lo hagan
Samuel_I	18	18	David empero respondió á Saul: ¿Quién soy yo, ó cuál ha sido mi vida, ni de qué consideracion goza en Israél la
Samuel_I	18	19	Mas sucedió despues que llegado el tiempo en que Merob, hija de Saul, debia desposarse con Dayid, fué dada por mujer á Hadriel Molathita
Samuel_I	18	20	Pero Michol, la otra hija de Saul, se habia aficionado á David; de lo que se alegró Saul luego que se lo dijeron
Samuel_I	18	21	Porque dijo Saul ¿mteriormente: Se la daré, para que sea ella la causa de su ruina, y muera á manos de los Philisthéos. Y así dijo Saul á David: Por dos títulos 0 seruiciós vas á ser luego mi yerno
Samuel_I	18	22	Y dió esta órden á sus cortesanos: Hablad á David como que sale de vosotros, diciéndole: Ya ves que estás en eracia del rey, y que todos sus criados te aman: procura pues ahora llegar á ser yerno del rey
Samuel_I	18	23	Hicieron los cortesanos que llegase esto á oidos de David; el cual respondió: ¿Por ventura os parece cosa fácil el ser yerno del rey, mayormente siendo yo pobre y de humilde condicion?
Samuel_I	18	24	Diéronle parte á Saul sus cortesanos, diciendo: David ha respondido esto y esto
Samuel_I	18	25	Dijo J entonces Saul: Hablad así á David: El rey no necesita. de dote para z su hija 4 1.: únicamente a exige. de mE tí Va las cabezas de cien Incireuncisos PhAlisindos: para vengarse asi de sus enemigos, Pero el designio de Saul era hacer caer á David en manos de los Philisthéos
Samuel_I	18	26	Luego pues que los criados de Saul refirieron á David lo que les habia dicho Saul, aceptó gustoso David el partido que le proponian para llegar á ser yerno a rey
Samuel_I	18	27	Y de alltá pocos dias marchó con la gente que comandaba, y mató á doscientos Philisthéos; entregando al rey este número de ineireuncisos, á fin de llegar á ser yerno suyo
Samuel_I	18	28	Con esto dióle Saul á su hija Michol por esposa, ar WS conoció claramente que el Señor estaba con David. Y Michol, hija de Saul, amaba mucho á David
Samuel_I	18	29	Comenzó pues Saul á recelar mas y mas de David:: por manera que su aversion hácia él fué siempre en aumento
Samuel_I	18	30	En esta sazon salieron á campaña los caudillos de los Philisthéos: y desde el punto que se dejaron ver, se manejaba David con mas arte y prudencia que todos los demás oficiales de Saul; por donde se hizo mas y mas célebre su nombre,
Samuel_I	19	1	Saul empero habló á Jonathás su Hijo » y á todos Sus criados d cortesanos, á fin de que matasen á David. Mas Jonathás, hijo de Saul, amaba cordialmente á David; Así huyó David, y puso en salvo su vida, y fué á en-
Samuel_I	19	2	Y así le avisó, diciendo: paul, mi padre, busca. como matarte: ruésote pues que mires por ti, y te vayas mañana á un lugar oculto, en el cual te estés escondido
Samuel_I	19	3	En el campo, donde quieras; mientras ¡yo procutaré estar con mi padre, y le hablaré de tí, y te haré saber cuanto hubiere observado
Samuel_I	19	4	Habló pues Jonathás á Saul su padre á favor de David, y le dijo: No hagas daño, Sh rey, á David siervo tuyo; puesto que nada malo ha obrado contra tí, antes bien te ha hecho servicios importantísimos
Samuel_I	19	5	Él puso su vida en el mayor riesgo, y mató al Philisthéo: con lo cual dió el Señor una gran victoria: á todo Israél, Tú lo viste y te llenaste de gozo. Pues ¿por qué quieres ahora pecar, derramando sangre inocente, matando á David que no es culpable de nada?
Samuel_I	19	6	Oyendo esto Saul, y aplacado con las razones de Jonathás, hizo este juramento: Vive el Señor, que no se le quitará la vida
Samuel_I	19	7	Llamó luego Jonathás á David; y contóle todas estas cosas, y le presentó nuevamente á Saul, y se quedó David en la corte de Saul, como antes. contrar á psamuel en Ramatha, y contóle todo cuanto Saul eS habia hecho con él: y despues fuéronse ambos á Nayoth, — donde moraron algun tiempo
Samuel_I	19	8	Suscitóse de nuevo la guerra: y saliendo David á camÑi paña peleó contra los Philisthéos, y destrozando gran número de ellos, ahuyentó los demás
Samuel_I	19	9	Mas el espíritu malo, permitiéndolo el Señor, asaltó otra vez á Saul. Estaba éste sentado en su palacio, y tenia una lanza en la mano; y mientras David tañia el arpa delante de el
Samuel_I	19	10	Tiró saul á traspasarle con la lanza y clavarle en la pared. Mas David declinó el golpe; y la lanza, sin haberle herido, fué á dar en la pared: y escapó David al instante, y se libertó aquella noche
Samuel_I	19	11	Saul envió en seevida sus guardias á la casa de David para que asegurasen su persona, y le matasen al otro dia por la manana. Pero avisóselo á David su esposa Michol, diciendo: Si esta noche no te pones en salyo, mañana morirás
Samuel_I	19	12	Y descolgóle Michol por una ventana; y de esta suerte escapó p David, v huyendo do se 55] puso en salvo
Samuel_I	19	13	En E seguida Locos tomó F Michol una estatua S 0 "3 bulto, y púsola sobre la cama de David, y le envolvió la cabeza con una piel a 8d peluda de cabra, y cubrió la estatua con la ropa de la cama
Samuel_I	19	14	hd 14. Envió pues Saul guardias á prender á David; y se les respondió que estaba enfermo
Samuel_I	19	15	Despachó segunda vez otras gentes con órden de ver á David, diciéndoles: Traédmele acá 6n su Cama, para que sea muerto. e 16. Llegados que fueron allí los enviados de Saul, hallaron que en la cama solo habia una estatua 0 bulto, que tenia envuelta la cabeza con una piel de cabra
Samuel_I	19	17	Por lo que dijo Saul á Michol: ¿Cómo me has burlado de esta manera, y dejado escapar á mi enemigo? Y respondió Michol á Saul: Porque él me dijo: Déjame lr, sino te mataré
Samuel_I	19	19	Dióse aviso á Saul, diciéndole: Mira que David está en Nayoth de Ramatha
Samuel_I	19	20	Envió pues Saul = soldados: para prender á David: s los cuales habiendo visto un coro de Profetas que profetizaban ó cantaban alabanzas d Dios, y á Samuel que presidia entre. ellos, fueron tambien arrebatados del espíritu del Señor, y comenzaron á alabar á Dios, como los otros?
Samuel_I	19	21	Habiéndose a referido. esto á Saul,: envió a otros soldados; los cuales asimismo se púsiéron á alabar á Dios, Despachó otros por tercera vez, que igualmente se pusieron á cantar las alabanzas de Dios. Entonces Saul, lleno de cólera
Samuel_I	19	22	Marchó él mismo en persona á Ramatha, y habiendo legado hasta la eran cisterna de Socho, preguntó, diciendo: ¡Dónde se hallan Samuel y David? Y le respondieron: Están allá en Nayoth junto á Ramatha
Samuel_I	19	23	Con esto encaminóse á dicho lugar, y apoderóse tambien de Saul el espíritu del Señor, e iba cantando por el camino las alabanzas de Dios hasta llegar á Nayoth de Ramatha
Samuel_I	19	24	Y despojado de sus vestiduras reales, púsose á cantar con los demás delante de Samuel, y todo lo restante del dia de aquella noche estuvo postrado por tierra desnudo de toda insignia. De donde aquel proverbio: ¿Pues qué, tambien Saul entre los Profetas?
Samuel_I	20	1	Entre tanto huyó David de Nayoth, que está cerca de Ramatha, y viniendo á verse con Jonathás, prorumpió en DAVID DEMUESTRA A SAUL QUE LE HA PERDONADO estas palabras: ¿Qué he hecho yo? ¿En qué he pecado, y cuál / es mi delito contra tu padre, que anda así buscándome para matarme?
Samuel_I	20	2	Respondióle Jonathás: No temas, no morirás; porque á no hará mi padre cosa chica ni grande, sin comunicármelaf primero. Cómo, ¿esta sola resolucion me habria acaso ocultado mi padre? No, de nineuna manera
Samuel_I	20	3	E hizo sobre ello nueyo juramento á Dayid, asegurándole su amistad. Mas David replicó: Tu padre sabe muy bien que yo he hallado gracia en tus ojos, y habrá dicho: No con- fil viene que sepa esto Jonathás, á fin de que no reciba pesar. Porque yo te juro por el Señor y por tu vida que está ban vesuelto tu padre á matarme, que solo hay un punto, por decirlo así, desde mí á la muerte
Samuel_I	20	4	Respondió Jonathás á David: Haré por tí todo cuanto m6 IMSINUATES
Samuel_I	20	5	Díjole David: Mira, mañana son las calendas, en que yo, segun costumbre, suelo sentarme á la mesa con el rey: ahora pues permíteme que vaya á esconderme en el campo hasta la tarde del día tercero
Samuel_I	20	6	Si tu padre preeuntare por mí, le responderás: David me pidió licencia para lr prontamente á Bethlehem su patria por cuanto todos los de su tribu d femália celebran allí un sacrificio solemne
Samuel_I	20	7	Si dijere: Bién está; no tendré que temer: pero si se enojare, ten por cierto que su mala voluntad Adcia mí ha llegado al colmo
Samuel_I	20	8	Haz pues esta merced á tu siervo, ya que quisiste que yo, á pesar de ser tu criado, hiciese contigo y te jurase la mas estrecha alianza, Y si tú adviertes en mí alguna culpa y delito, dame tá mismo la muerte, y no me hagas comparecer delante de tu padre
Samuel_I	20	9	A lo que respondió Jonathás: Libre estás de que te suceda esto: porque no es posible que yo conozca de cierto que el ódio de mi padre contra tí ha llegado á lo sumo, sin que yo be lo avise
Samuel_I	20	10	Replicó David á Jonathás: Y si tu padre por desgracia te diere una respuesta áspera al hablarle de mí, ¿por quién lo sabré?
Samuel_I	20	11	Respondióle Jonathás: Ven, y salgamos al campo. Ha. biendo salido ambos al campo
Samuel_I	20	12	Díjole Jonathás á David: Señor Dios de Israél, si yo mañana Ó esotro dia averiguare el desienio de mi padre, y resultare algo de bueno á favor de David, y no enviare luego á decírselo, y hacérselo saber
Samuel_I	20	13	No hagais, oh Señor, bien áJonathás, sino mucho mal. Pero si continuare la mala voluntad de mi padre contra tí, te lo avisaré tambien, y te daré licencia á fin de que te vayas en paz; y el Señor sea contigo, como estuvo con mi padre
Samuel_I	20	14	Y tú, si yo viviere, me tratarás con toda la bondad posible; mas si yo murlere
Samuel_I	20	15	Tendrás siempre compasion y tratarás con bondad á mi familia, cuando el Senor desarraigare uno por uno de la, faz de la tierra todos los enemigos de David. De otra manera 5, arrebate tambien el Señor á Jonathás de su casa, y tome Dios venganza de los enemigos de David
Samuel_I	20	16	De esta suerte hizo Jonathás alianza con la casa de David; y el Señor tomó en efecto venganza de los enemigos de Dayid
Samuel_I	20	17	Jonathás repitió á David sus juramentos por lo mucho que le queria: pues que le amaba como á sa misma alma
Samuel_I	20	18	Díjole mas: Mañana son las calendas, y serás echado de menos
Samuel_I	20	19	Porque se verá tu asiento vacio aun al dia siguiente. Por tanto marcharás luego de aquí, y te dirigirás el primer dia despues de la fiesta al sitio en que debes esconderte, y Le sentarás junto á la peña llamada Ezel
Samuel_I	20	20	Cerca de ella dispararé yo tres saetas, como que me ejercito en tirar al blanco
Samuel_I	20	21	Enviaré tambien un muchacho tras ellas, diciéndole: A Ñ Anda y tráeme las saetas
Samuel_I	20	22	Si yo dijere al muchacho: Mira que las saetas están 9 E mas acá de tí, cógelas: tú entonces ven á mí, pues es señal de que estás seguro, y vive el Señor que no hay que temer, Mas si dijere yo al criado: Mira, las saetas están mas allá de tí; vete en paz; pues el Señor quiere que te retires
Samuel_I	20	23	En cuanto á lo que tú y yo hemos tratado, sea el Señor para siempre testigo entre los dos
Samuel_I	20	24	Con esto David fué á esconderse en el campo; y llegaron las calendas, y sentóse el rey á comer
Samuel_I	20	25	Y estando el rey sentado en su silla, que estaba junto á la pared, segun costumbre, levantóse Jonathás y sentóse Abner á un lado de Saul, y echóse de ver vacío el puesto de. David
Samuel_I	20	26	No dijo Saul nada aquel dia: porque pensó que tal vez le habia sucedido á David el no hallarse limpio ni purificado
Samuel_I	20	27	Venido el segundo dia de la fiesta, vióse tambien desoeupado el asiento de David. Entonces dijo Saul á su hijo Jonathás: ¿Por qué no ha venido á comer ni ayer ni hoy el hijo de Isaf 285 Ye respondió Jonathás: Rogóme con mucha instancia que le dejara tr á Bethlehen
Samuel_I	20	29	Diciéndome: Dame liconela: por cuanto se celebra un sacrificio solemne en nuestra eludad, y me ha convidado con muchas instancias uno de mis hermanos: si he hallado pues eracia en tus ojos, permíteme dar una vuelta por allí, y ver á mis hermanos. Por este motivo no ha venido á la mesa: del rey
Samuel_I	20	30	Saul empero indienado contra Jonathás, le dijo:; Hijo de prostituta, hijo desamorado y perverso! ¿piensas que yo ienoro el amor que tienes al hijo de Isaí, para confusion tuya, é jenominia de tu envilecida madre?
Samuel_I	20	31	Pábete que mientras viva el hijo de Isaí sobre la tierra, ni tú estarás seguro, ni lo estará tu derecho «ql remo. Así pues envia ahora mismo por él, y tráemele acá; porque ha de mortr
Samuel_I	20	32	Mas Jonathás respondió á su padre Saul, diciendo: Pero ¡por qué ha de morir? ¿qué es lo que ha hecho?
Samuel_I	20	34	Y levantóse Jonathás de la mesa lleno de indienacion y de furor, y no comió bocado aquel dia seeundo de las calendas, apesadumbrado por causa de David, y por la afrenta recibida de su padre
Samuel_I	20	35	Y al rayar el dia siguiente fué Jonathás al campo, conforme á lo acordado con David, llevándose consigo un muchacho
Samuel_I	20	36	Al cual dijo: Anda y tráeme las saetas que iré tirando. Estando corriendo el muchacho, disparó otra saeta mas lejos
Samuel_I	20	37	Llegado el muchacho al lugar de la primera saeta que habia Eado Jonathás, dió éste voces y le eritó: Mira, allí mas adelante de tí está la saeta
Samuel_I	20	38	Gritóole otra vez Jonathás al muchacho, diciéndole: Date prisa, no te detengas. En fin, el muchacho recogió las saetas, y trájoselas á su amo
Samuel_I	20	39	Y al oir Saul esto, agarró la lanza para atravesarle. Entonces conoció Jonathás que su padre tenia resuelto matar á David. ¡Sin entender el motivo de lo que se hacia, porque solamente Jonathás y David lo sabian
Samuel_I	20	40	Dió despues Jonathás sus armas al muchacho, diciéndole: Anda y llévalas á la ciudad
Samuel_I	20	41	Y así que éste hubo marchado, salió Dayid del sitio en que estaba, que miraba al Mediodía, e hizo por tres veces una profunda reverencia á Jonathás, postrándose hasta el suelo: y besándose el uno al otro, lloraron juntos: pero David mucho mas
Samuel_I	20	42	En conclusion Jonathás dijo á David: Vete en paz: todo aquello que los dos hemos jurado en el nombre del Señor, diciendo: El Señor sea testigo entre mí y entre tí, entre mi descendencia y la tuya para siempre
Samuel_I	21	1	Y levantóse David y se fué: mas Jonathás volvióse á la ciudad
Samuel_I	21	2	Partió despues Dayid á Nobe á encontrar al Sumo Sacerdote Achimelech. El cual quedó sorprendido de ver llegar á David, y díjole: ¿Cómo es que vienes solo, sin que nadie te acompañe?
Samuel_I	21	3	Respondióle David: El rey me ha encargado una comi. sion, diciendo: Nadie sepa el negocio á que te envío, ni las órdenes que te he dado. Por cuyo motivo aun á mis gentes les he mandado que me esperen en tal y tal lugar
Samuel_I	21	4	Ahora pues si tienes á mano aunque no sean mas que cinco panes, dámelos; Ó cualquier cosa que hallares, pues tenemos grande necesidad
Samuel_I	21	5	A lo que respondió el Sacerdote, diciéndole: No tengo. á mano panes de legos á comunes, sino solamente el pan santo. Com todo, te lo daré, si es que tus criados están limpios, mayormente en cuanto á mujeres
Samuel_I	21	6	Respondió David al Sumo Sacerdote, diciéndole: Por lo que toca á mujeres, nos hemos contenido desde ayer y antes de ayer, despues que partimos; y los cuerpos de mi sente se han conservado puros %. A la verdad el camino profano es, pero aun Y se purificará mi gente lavando sus cuerpos y vestidos
Samuel_I	21	7	Dióle pues el Sumo Bacerdote el pan santificado: por no haber allí otro pan, que los de la proposicion, que se habian quitado de ante la presencia del Señor para poner otros calientes
Samuel_I	21	8	Hallábase aquel día allí dentro del Tabernáculo del Señor uno de los criados de Saul, llamado Doeg, Iduméo, el mas poderoso de los pastores de Saul
Samuel_I	21	9	Dijo todayía David á Achimelech: ¿Tienes aquí á mano alguna lanza ó espada? pues no he traido conmigo mi espada ni mis armas; porque urgia la órden del rey
Samuel_I	21	10	Díjole el Sumo Sacerdote: Aquí tienes la espada del Philisthéo Goliath á quien tá mataste en el valle del Terebintho: envuelta está en un paño detrás del Ephod: si quieres llevarla, tómala; pues aquí no hay Sino esta. Dijole David: No hay otra comparable con ella, dámela
Samuel_I	21	11	Con esto se puso Dayid en camino, huyendo por temor de Saul, y fuése á Achis, rey de Geth
Samuel_I	21	12	Mas los cortesanos de Achis, luego que vieron á David, dijeron al rey: ¿No es este aquel David, respetado como rey en su país? ¿No es este aquel en cuya alabanza cantaban en medio de sus danzas: Mató Saul á mil, y David mató á diez mil?
Samuel_I	21	13	Paró David la consideracion en esto que decian de él, y concibió grandísimo temor de Achis, rey de Geth
Samuel_I	21	14	Y así comenzó á demudar su semblante delante de ellos, y dejábase caer entre los brazos de la gente, dando de cabezadas contra las puertas, y haciendo correr la saliva por su barba
Samuel_I	21	15	Dijo pues Achis ¿4 sus criados: ¿Habeis visto un tal mentecato? ¿Por qué me le habeis traido aquí?
Samuel_I	21	16	¿Nos faltan acaso dementes, que habeis traido tambien á este para que hiciese locuras en mi presencia? ¿Un hombre semejante ha de hallar entrada en mi casa?
Samuel_I	22	1	Con esto salió de allí Dayid, y refugióse en la cueva de Odollam Y; lo que habiendo sabido sus hermanos y toda la familia de su padre, bajaron allí á encontrarle
Samuel_I	22	2	Allegáronsele tambien todos aquellos que se hallaban angustiados, y oprimidos de deudas, y en amargura de corazon: de los cuales se hizo caudillo, y juntó como unos cuatrocientos hombres bajo. su mando
Samuel_I	22	3	Partióse de aquí David para Maspha, que es del país de Moab, y dijo al rey de Moab: Ruégote permitas que mi padre y mi madre se queden con vosotros, hasta tanto que yo sepa lo que Dios dispone de mi
Samuel_I	22	4	Y dejólos encomendados al rey de Moab: con quien estuvieron todo el tiempo que David permaneció en aquella fortaleza de Maspha
Samuel_I	22	5	Pero el Profeta Gad dijo á David: No te estés mas en esa fortaleza; marcha y vete á tierra de Judá. Partió pues David, y vino al bosque de Haret
Samuel_I	22	6	Y supo Saul que Dayid y la eente que tenia, se habian dejado ver. Estando pues Saul en Gabáa, y hallándose un dia en un bosque cerca de Ramá, teniendo en su mano la lanza, y rodeado de todos gus eriados
Samuel_I	22	7	Dijo á los que se hallaban con él: Oidme ahora, hijos de Benjamin, vosolros que sois de mi tribu: ¿El hijo de Isaí os dará acaso á todos vosotros campos y viñas, y os hará á todos tribunos y centuriones
Samuel_I	22	8	Para que OS hayais todos conjuracio contra mi, sin haber una persona que me informe de lo que hace David; mayormente despues que aun el hijo mio se ha coligado con el hijo de Isaf 2 No hay uno siquiera de vosotros que se duela observado, creyó Dayid, y tambien Achimelech, que no desagradaria á de mi suerte, ni que me dé un consejo; viendo que mi hijo ha sublevado contra mí á un criado mio, que no cesa hasta hoy dia de armarme asechanzas
Samuel_I	22	9	Doeg, Iduméo, que se hallaba presente, y era el mas acreditado SntEO los criados de Saul, respondiendo, dijo: Yo ví al hijo de Isaí en Nobe, en casa del Sumo Sacerdote Achimelech, hijo de Achitob
Samuel_I	22	10	El cual consultó al Señor por él; y le dió víveres, y lo que es mas, la espada de Goliath el Philisthéo
Samuel_I	22	11	Envió luego el rey á llamar al Sumo Sacerdote Achimelech, hijo de Achitob, y á todos los sacerdotes de la casa de su padre, que se hallaban en Nobe, los cuales vinieron todos á presentarse al rey
Samuel_I	22	12	Dijo entonces Saul á Achimelech: Oye, hijo de Achitob. El cual respondió: ¿Qué es lo que mandas, señor?
Samuel_I	22	13	Dijole Saul: ¿Por qué os habeis conjurado contra mí, tú y el hijo de Isai, y le diste los panes y la espada, y consul taste por él á Dios, para que siguiera sublevándose contra mí, y poniéndome asechanzas hasta el dia de hoy?
Samuel_I	22	14	A lo que respondió Achimelech: ¿Y quién hay entre todos tus eriados tan leal como David, yerno del rey, pronto á tus órdenes y respetado en toda tu casa?
Samuel_I	22	15	¿Es por ventura hoy la primera vez que yo he consultado por él á Dios? Lejos de mí otra idea: no sospeche el rey tal cosa ni de mí, su siervo, ni de toda la casa de mi padre; porque tu siervo no sabe nada de ese negocio de conjuracion
Samuel_I	22	16	Dijo el rey: Morirás sin falta, Achimelech, tú y toda la casa de tu padre
Samuel_I	22	17	Y en seguida dijo el rey á los de su guardia, que le rodeaban: Embestid y matad á los sacerdotes del Señor; por-= que están coligados con David, y sabiendo que iba huido, no me lo denunciaron. Pero los criados del rey no quisieron poner sus manos en los sacerdotes del Señor
Samuel_I	22	18	Entonces dijo el rey á Doeg: Embiste tú, y arrójate sobre los sacerdotes; y embistiendo Does, Iduméo, se arrojó sobre los sacerdotes, matando en aquel dia ochenta y cinco varones que vestian el Ephod de lino
Samuel_I	22	19	Despues de esto pasó á cuchillo á Nobe, ciudad de los sacerdotes, matando á hombres y mujeres, muchachos, y niños de pecho, hasta los bueyes, los asnos y las ovejas
Samuel_I	22	20	Con todo pudo escapar un hijo de Achimelech, hijo de Achitob, que se llamaba Abiathar, y se fué huyendo á David
Samuel_I	22	21	Y le contó como Saul habia hecho matar á los sacer= dotes del Señor
